Review,Date,Rating
"My company used Row NYC for a trade show downtown. We reserved 5 rooms, with 2 of the guests coming back to me with complaints. Now, I book 100+ trade shows a year, and have never received complaints like this. One guest stepped on a large cockroach in their bathroom in the night. The other slipped in between the twin mattresses used as a ""king bed"" during the night. I know it's NYC and cockroaches are part of the population, but that's no excuse for a hotel. While the lobby and [some of] the rooms are nice, there's obviously a lot of updates that need to be made, especially for the price that's being charged per night. Unfortunately, we will not be staying with Row NYC again ",7/1/19,2
"Central location. However its just a bed and TV, bathroom and wifi. No refrig, no microwave, no coffee maker. wonderful bed but my husband and I could only get in BR one at a time. There is a bar downstairs and a fast food court. Also the conciege wasnt all that helpful .. she'd answer my question, but i found out she could have said more. No tips or suggestions. : ",6/30/19,4
"Good size rooms for two people. Good location,right round the corner from time square and a 20 minute walk from Penn station. The rooms were clean enough Would definitely stay again when in New York! Only down side out view was of a brick wall ",6/30/19,4
"Room was small and basic but also bright, clean & comfortable. Plenty of hot water for morning showers. The adjacent City Kitchen food court was a big hit with my teen grand-daughters. District was a nice spot for a nightcap and for above-average continental breakfast ",6/30/19,4
Great hotel in a great location! It was in the heart of Time Square and close to everything we wanted to see while in NY. We took our grandson to NY for the first time and he loved his stay. We will be back,6/30/19,5
"This was my 3rd stay at the row and it was still great!! Easy check in!! Junior on the front desk was soooo nice and helpful!! High floor, amazing view, clean, comfy and in the middle of everything!!! What more can you possibly want from city break!! When you are never in the room anyway expect to sleep!! The only issues we had was that only 2 elevators were working one morning but by the evening 3 were working! (Things happen and break) however they got them resolved ASAP!! I would definitely recommend and stay here again!! ",6/30/19,5
"This was the third time we stayed at the Row. Excellent location, clean rooms are small but more than adequate. Staff is very friendly and helpful. Luggage storage is available. Lobby has a small bar/restaurant that is perfect for grabbing breakfast or a drink and snack in the evening ",6/29/19,5
I've stayed at Milford Plaza many times. Was satisfied with it. The only good thing about Row was its location near to Times Square and walking distance from Penn Station. Blah blah blah blah blah blah. There's your 200 characters,6/29/19,2
I travel from Pittsburgh to New York City several times a year. And I always stay at same hotel. Highly recommend. Staff is friendly. Location to broadway theaters is great. Great bar across street. Great pizza one block down.,6/29/19,5
I had a terrible customer service experience! I wrote to the gm and did not get a response. His management team was clueless. Asked for his card and got a post it note with his name and email on it! Very unprofessiona,6/28/19,1
"Convenient location, decent sized room that needs a major update... elevator system is weird but I did not wait longer than 3 min....hallway dark and feel grungy....luggage stroing staff and housekeepong friendly annd helpful... front desk personnel a mixed bag... ",6/28/19,3
"- Position is very good.- My package was breakfast included but during my 1st breakfast, I discovered that not everything on the buffet was included (something needs ti be paid additionally). I was not aware by the hotel before.- Room was not well soundproofed: even if I was at 25th, I heard cars running.- Check-in and check-out were fast and easy ",6/27/19,3
"The location is great close to Time Square, Broadway and great restaurants. The employees are wonderful, very helpful. Would definitely stay again. The only drawback is the smell in lobby and elevators, need to clean more or use a cleaner with a more enjoyable fragrance. ",6/27/19,4
"The location of the hotel was great. It’s a 2 minute walk to Times Square, 8 minutes to Central Park. Subway is close by. The hotel elevators are extremely annoying. They are small, stuffy and take forever. Check in took a little while, check out was easy. The rooms get cleaned everyday which is good. The walls are paper thin, you can hear everything. Overall it wasn’t a bad experience, it’s pretty much what I expected for New York. Probably a little too expensive for what you get. ",6/27/19,3
"Our recent trip on june 24-27th was an overall good experience. We had an issue with one bellman being fairly rude to us but then another stepped in and more than made up for his poor attitude( the lovely bellmans name started with a b? Barnice?). We were thrilled toGet our room before 3pm! We had an issue with our card being charged twice by both hotwire and the hotel which we were told was an issue between the two of them. Kathy took very good care of us and the charge was sorted out immediately! Thank you to Barnice and Kathy! If it werent for you, we would not have had as enjoyable of a trip ",6/27/19,3
"It was my second experience in this hotel, and I would definitely stay there again. Very good location, close to attractions, theaters and train stations. The hotel connects to a food court that gives you discounts for being at the hotel ",6/27/19,5
"Location for sure, right in the center. We were lucky to get an upgrade to a larger room on the 27th floor. The view was beautiful, to the left water and to the right a peak of the Times Square sign. Personable and professional staff. We had a great time until my daughter fell ill, I was traveling alone with my 8 year old daughter. I added a night so had to re-activate my room keys, but my daughter still had a fever and a stomach bug. Housekeeping offered to sit with her while I ran down, I declined but how sweet of her to offer. When I added the night, it was again for the “standard rate” and remember I said I was upgraded at original checkin. My daughter was physically ill & with fever so they were kind enough to allow me the courtesy to stay in the same room without a surcharge. Classy Act, ROW NYC. I also phoned down to see if they could send up Children’s Tylenol, they said hotel policy did not allow that but they did send up a security guard to see if I needed anything else. Again, very thoughtful gesture of the hotel. I’ve read complaints about the hotel elevator system which made me want to research the hotel origins itself. Especially after experiencing the “wait” which now, I’m glad I did. After learning of the history, I honestly think the hotel should place a sign on each side of the elevators and “EMBRACE” the Art combination of past, present, future with their concept. The hotel opened in 1928, as The Hotel Lincoln, a year before the Great Depression. It was the largest hotel at that time. ",6/27/19,5
"This is the place to be if you want to be in the action of Times Square and the theatre; otherwise, find a place that is not as busy and where you can't hear the traffic. Junior, our front desk clerk, was amazing! We were granted late check out with no hassle and the housekeeping staff was so accommodating. Clean room and comfortable bed. Have stayed here twice and would stay again. ",6/26/19,4
"Row NYC has a lot going for it- convenient location to subways, AMTRAK, Port Authority, and theaters; friendly and helpful staff; comfortable rooms, reasonable prices, it is my favorite place to stay when visiting NYC ",6/26/19,5
Great location with easy access to the subway(literally 100 feet from the hotel entrance). Rooms are nicely appointed but small as you would expect in Manhattan. Housekeeping and baggage staff were great.. front desk was a little icy.. think they need more help. The place is hopping at night with free entertainment most nights that draws a good crowd. Would stay there agai,6/26/19,4
"ROW NYC was a great hotel! Brought my daughter to see Mean Girls on broadway Five minute walk to the theater and countless options for shopping, eating, and other activities within walking distance. We had more than enough to do in the area without venturing through the subway. Room was clean, decent view, I was able to check in early at 11am which was a plus! The girl at the front desk was super nice (wish I remembered her name) and very helpful. This will be the only hotel we stay at going forward. No complaints at all!!! ",6/26/19,5
"Don’t stay here!! I would love to say something positive because the staff at check in was so nice but it doesn’t make up for the deplorable cleaning standards and the dark depressing halls.The room was not clean at check in and after witnessing the house keeping lady cleaning our room I understood why. She literally never used a rag to wipe down the bathroom. She threw a chemical from a bucket into the bath tub and that was it. There was no wiping, no rinsing, nothing. Then onto the toilet. She sprayed the top and preceded to wipe it off with toilet paper. She did not lift the seat, nothing. I have never found a way to clean without rags in my own house, much less a space that multiple people are in and out of. She didn’t vacuum, was bothered when she had to do the bed and left without touching any floor space. While I discussed with a supervisor, another guest came out of his room and said his room was very dirty as well and had to clean the bathroom himself before feeling comfortable to use it. The hall carpet and carpet in the room is full of spots and filth. They need serious hall and elevator makeovers. The elevators all smell terrible and are also dark and depressing. This hotel needs help badly! It’s in a great location but there are many other options close by. I would never stay here again. Pictures are immediately following check in. Not what you expect after a room is clean for arrival ",6/26/19,1
Pro- Hotel is in good location. More affordable than most in times square. Cons- Rooms are tiny and older looking. Elevators were really slow. No closet at all to hang clothes. My bathtub faucet broke off when I first used it. (They did fix it right away),6/26/19,3
"What is great about this hotel is the location. Lifts are so damn slow, so small rooms and also noisy. They tell you its free wifi etc but then they charge you 40usd per night for hotel facilities without telling you ",6/26/19,3
Nice accommodations with ideal location for Times Square & theaters. I will definitely stay again. Good staff & very helpful. Cool bar & innovative cocktails. Great restaurants near by. Many close choices of places for breakfast,6/25/19,5
Row is a super trendy hotel right in the heart of Time Square. Considering it’s location we expected it to be loud but we’re pleasantly surprised by how quiet it was. It’s so close to absolutely everything! We walked everywhere! We also booked one of the Top View hop on/ hop off tours and the stop was only a 3 min walk from the hotel. The fitness room is really nice and the restaurants and cafes in the hotel are super convenient. The front desk staff were absolutely wonderful and went out of their way more then once to make sure our stay was more then perfect! The room keys double as luggage tags that you get to keep at the end of your stay which was awesome! The only minor complaint we had was the elevators. They are small and get very crowded and sometimes they missed our floor completely or took a really long time to get to us but other then that we loved Row,6/25/19,5
Dirty and smelly lobby. Terrible elevator system  elevator smelled. Poor and insensitive customer service!!! Front lobby manager and front desk clerk were seen laughing at a hotel guest after he complained about his room (guest had left the front desk area after complaining). They immediately stopped when they saw I was looking at them and was telling my husband what they had done. DON’T STAY HERE!!!,6/25/19,1
"It shows where the cafeteria come from, bad treatment, bad people, they are just dishwashers. I ask you to give courses of treatment and customer service to cafeteria staff and improve; not only the tips should move a good service, because although they were given the tip, they did not serve willingly, they are a disaste ",6/25/19,3
"Hotel staff friendly however, room accommodations very minimal. Conveniently located to theater and subway station. There was a long wait for elevators. Would have liked to have something to heat up water or make a cup of coffee ",6/25/19,3
Hallways and elevators need to be brightened and sanitized more often. More counter space for the bathroom is needed. No fridge or keurig or microwave either. Room itself was clean. Gym needs better ventilation,6/25/19,2
"I did my reservations at Hotels.com and as always, I have paid for it in advance. When I arrived at the hotel, surprise ! I was informed there was a mandatory extra fee of 40 dolllars a day for the use of internet (although I had free WIFI in my reservation), safe in the room and fitness center!!! I do not recommend this hotel, because you get all those items anywhere for free. The service was not good, very slow and crowded elevators, big lines everywhere.I will never come back ",6/25/19,1
Our shoebox of a room cost us over $400. Had my sister told me ahead of time I never would've went here. The pictures make the rooms look bigger than they are. If you don't mind wasting ALOT precious vacation time waiting for an elevator This is the place for you! Never EVER EVER have I had to wait anywhere from 10 to 25 minutes to get on an elevator! We got back to our room around midnight and the huge amount of people waiting for an elevator was like cattle in a box car. I'm not kidding! In the morning I swear I waited 25 minutes to just get out of the building. We were on the 19th floor. Never ever will I stay there again! no washcloths but there was a paper slid under the door in the middle of the night with additional fees on it amounting to $40+ more and we only stayed 1 night! Definitely felt robbed. Worst hotel experience in my life,6/24/19,1
"Still a great performer and a steady, reliable hotel. Front desk very responsive and offers to do more than asked. Rooms clean and sized for NY. Location just far enough from Times Square to be workable and near to alternative restaurants and services and entertainment including Theater Row. ",6/24/19,5
"I recently stayed at Row NYC on a business trip and it was a truly horrific experience. I have travelled extensively and stayed in hundreds of hotels around the world and the inconvenience experienced here was beyond anything I have experienced.The worst part of our stay was the AWFUL elevator situation.To enter the elevators, you need to punch your floor on a keypad in the elevator lobby and were told which elevator to enter A-H. The elevators were SO, SO backed up that it would take 10-15 minutes to get an elevator EVERY SINGLE TIME. People were packed like sardines in the elevator lobby while waiting for the TINY elevators to come and go, and guests were often VERY rude and VERY pushy because it was a desperate situation.The hotel is located in times square that is a traffic nightmare - I was here for a conference and my office booked it, or I would have immediately left. Coming to and from the hotel was a long process because of the unbearable traffic on this and the surrounding blocks that resulted in consistently high cab/ride share costs because it just took SO LONG to get in or out of the immediate area.My room faced a brick wall and was quiet, my coworker faced times square and had a TON of noise, even on the 16th floor. The rooms were fine; small but clean. Beds were fine, not good or bad - suitable. I would not recommend this to anyone - it was a very bad experience and I couldn't WAIT to not have to return to the property again ",6/23/19,2
"Location good, too bad they shuffled us to another hotel in a room that was not comparable. Cant really rate the hotel rooms but the level of service was not what we expected from an upscale hotel. The room we were provided free was a double bed, not the qeuu ",6/23/19,3
"After traveling nine hours I finally made it to the hotel, waited in line for a half hour to check in only to find that they had overbooked and I needed to walk to the new hotel they had reserved. Not a fan. ",6/23/19,1
"Reasonable and affordable, the hotel's location is excellent in the heart of Manhattan. Internet access is included, computer services are included, gym included very well.The hotel is close to the famous Broadway theaters, close to Times Square, close to the Port Authority bus station and more . To sum up the hotel is definitely reasonable ",6/22/19,3
"Good location, staff friendly and helpful (particularly Junior on check in) Arrived early and left our bags til check in & managed to get an early check in too. Room was clean, spacious & bed very comfy. No noise/ light issues - in fact we overslept! Good shower as well. Minutes walk from Time Square & plenty of bars/ restaurants nearby, Roxy’s deli/ restaurant & Smiths bar we’re both great & reasonably priced. Subway right on the corner as well ",6/22/19,4
I booked a reservation and had a change of plans and cancelled my reservation even though it was a week in advance . The representative stated that reservations cannot be cancelled and I am still responsible for payment in full. WOW!!! What a cancellation policy. I would encourage you not to stay at this hotel unless you are willing to eat your money if your plans change. I will not be booking at this hotel again.,6/22/19,1
The staff wasn’t very friendly. Only one person at the front desk while many people were waiting in line to be checked in. Overall my stay was very average. It wasn’t bad but it didn’t have anything that made is specially good. Just normal,6/22/19,3
"Great location, very friendly staff/employees, awesome customer service! Comfortable beds, nice bath/shower, great check-in and check-out service. Lots of restaurants and stores nearby. Definitely recommendable ",6/22/19,5
"Great location for Times square and centralized for seeing the popular attractions. Seeing a show or shopping, 9/11 memorial is a 7 stop ride on the subway. $3.00 ride. Parking is a 1 minute walk to the hotel ",6/22/19,4
"The hotel is ideal for all types of guests whether on business or leisure, single or family... it’s convenient location provides easy reach for transport, restaurants, broadway theatres, shopping & especially Times Squar ",6/21/19,4
"Had stayed here before, about 2 years ago and it was cool. This time, there were crowds waiting to get on elevators at every hour, requiring you to miss about 3 quickly-filled elevators before you could get on. One time, after pressing the elevator button to go downstairs, the screen kept saying ""No lift"" ( though one eventually came). Many guests were really seedy looking. In the room, there was black mold around the tub, the laminate on the furniture was chipped off in chunks, and the wall mural behind the bed was all scratched up. We were on floor 11 and heard sirens all night through closed windows. It seems like they have not maintained the hotel properly, and the lower prices are attracting a trashy clientele. Sadly, we will not be back.. ",6/21/19,2
"Hotel is smelly, staff is not really friendly, rooms are extremely small and not comfortable. My husband and I didn't like it at all, breakfast is horrible. I wouldn't stay at this hotel again, totally overprice ",6/21/19,2
"I don't want to give the impression that this is not a good hotel, but there are issues that may annoy. - It is well located close to all theatres, great selection of restaurants, main bus terminal, metro and shopping areas. We only had to walk around the corner to the theatre we attended one night and Times Square is within a short stroll. Rooms are comfortable and clean, but rather small. We also found the room very noisy day and night, from external sources, sounded like some kind of machine/airconditioning system. Front desk staff were professional and friendly but long check-in queues made it difficult if you just wanted to ask a question. One real issue which annoyed us was the wait for elevators, especially when going back to your room in the evening with large crowds and on a number of occasions staff had to ask people to move out of the elevator because it was overloaded. Also, each evening there were 'security' people asking to see your room card before you could go to the elevators and one particular fellow was quite 'agressive' in his approach. Rates are reasonable, location good but would we stay here again? Not sure....... ",6/20/19,3
"Well located hotel, crowded lobby, clean modern rooms, but short staff in front desk, long lines to check in. We had trouble with an unjustified extra charge in the credit card and had to complain twice in order to get a solution and compensation ",6/20/19,3
"We had our family reunion in New York this year and the ROW NYC was the perfect location to stay in New York and visit the entire city. The hotel is very cool and very modern and also clean and comfortable. At the same time it located in the middle of midtown at walking distance from many New York landmarks. The subway is also right below the hotel and we could easily reach lower Manhattan and other neighborhoods such as Chelsea, Soho and the Village. Great staff very friendly and helpful. We all had a great time in New York City ",6/20/19,5
"The hotel is an outstanding location, the front desk staff is the best I have ever seen, the hotel is clean and well maintained. The rooms are a bit small, but well put together, attractive and comfortable. You walk out the door and you are right in the middle of the action. We have been impressed with all the staff from the front desk to the breakfast crew to the cleaning staff. Everyone has a big hello and there is a feeling of a team effort. You can not go wrong with Row NY ",6/20/19,5
"It was my third time at the NYC Row and I'll recommend it again.It has a great relation between price and confort. It is a trendy hotel allied with great staff, great location and great variety of services ",6/20/19,5
"The hotel's location is perfect for theater lovers. At several theaters, I could easily have used the bathroom at my hotel during intermission. Plus, it's handy to a lot of good restaurants and the price is most affordable (for New York) ",6/19/19,5
Stayed here for 1 night on a business trip. This was my personal choice as I was coming in early for a mini vacation before a conference. Enjoyed it here more than at the other 2 major chain hotels I stayed at. Air conditioning was quiet. Room was fairly clean and modern. Though I did not love the bed it was ok. Global long distance included in service fee. Room is tiny but perfect for a solo Traveller or two of smaller stature. Ample storage room considering size. Very tall hotel and great views from upper floors. I did not pay extra for a good view and got one anyway. To be guaranteed a view it only cost a few dollars,6/19/19,5
"Cheap rate, but long lines to check in. Waited half an hour to check in. Took another half hour to get up in the elevator. Total chaos. The rate was good until I was hit with a $35 ""facility fee."" Total rip-off ",6/19/19,2
"The hotel was ok. Small rooms. Be careful of the 'hidden charges' I was charged US$278 AFTER we had completed our stay. When questioned, hotel reservations blamed everyone else because 'hotels in US charge these fees'. Then it was explained that these fees cover wifi, gym, etc; yet they clearly advertise complimentary wifi,etc! Further, the Reservation manager told me that I should have booked through the hotel direct, then I wouldn't have been charged these fees. So, what they are doing is creating a second room rate for people who get a good deal from agents. I say it is a rip-off! I will NEVER use this hotel again. You make your own mind up ",6/19/19,2
"We reserved a room on our way to the city for a one day trip. It was my brother and I and when we checked in, we requested a room with two beds only to be told that we had to upgrade to get two beds as it was “the last room”. We were told by Cesar we had to pay $30 for the “upgraded room”. I talked to my brother and we decided it wasn’t going to be with it and we said as long as it was a king bed we would be fine. Cesar pushes back and says we’re going to need to upgrade because the two of us won’t fit in the standard room but hell do us a favor and sell it for $15. We said no, and we’re assigned into a room that was smaller than 10x10 and sharing a wall with the elevator. When we came back down the other agent switched us to room 1647 and told cesar to update the reservation (so he could get his comission) the room was disgusting. Broken furniture. The carpets were very stained, the shade was stained black, the paint was chipping off the wall. We refused to stay. When we came back in the morning we were offered a refund of our resort fee and upgrade fee even though we didn’t sleep in the room. The front desk manager would go up with us she sent the housekeeping manager who agreed the room should have never been rented and took it out of service for deep cleaning and furniture maintenance. The front desk manager wouldn’t speak to us again. They know they were wrong and won’t respond. The front desk agent who helped us in the morning and the housekeeping manager were great but I doesn’t make up for the lack of response on behalf management. The front desk mananger said that if we would’ve checked out at midnight they could have cleaned the room and re rented it so we would’ve gotten a refund, however since we didn’t we were not eligible. The house keeping manager agreed the room the room should have been out of service to begin with and could not have been re rented. This was a waste of our night in New York paying for a hotel we didn’t even stay in ",6/18/19,1
"I really want to give an honest review, so going to try my best. There were definitely perks of this hotel but unfortunately some downsides that just made it hard to enjoy overall. The good:-1 block from Times Square. For the price, it’s the best deal in town if you want to be close to this area. We only had to walk to the end of the block to get to the theatre we were going to one night. -Room was clean, neat and all the staff were professional and friendly. -room darkening shades really helped. It’s noisy at all times of the day and night because of the location but the air conditioning was loud and gave a kind of white noise that actually helped a lot.The not so good:I’ve seen this on many reviews and had no idea what an issue it really would be: the elevators. Please, if you get stressed easily or are in a rush, just take the stairs. I get the point-there are 8 elevators and you enter your floor and it tells you which to go to. Problem is, they make multiple stops on floors to be efficient but it turns into a nightmare. I waited over 20 minutes one time as 3 elevators passed by me that were at capacity. I finally took the stairs which were creepy, kinda dark and scary. When we left, it took again 3 elevators to finally get one we’d fit in with our luggage. This hotel is just so big with so many floors, I get it’s probably just crowded however having stayed in many NYC hotels I have never had a stressful time just trying to come and go. ",6/18/19,3
"We stay at Row NYC 3 times a year for our family weekends in the city. Rooms are clean, hotel is great. Remember if you drive in....park at the ICON on 44th between 7th and 8th. Get your parking stub confirmed at the hotel and they give you a discount rate of $40 per day. short walk around the corner to the hotel.The concierge us always helpful ",6/18/19,5
"So, firstly, if you get Junior checking you in - you are lucky! He was absolutely amazing. The hotel is exactly what we needed, a clean room, clean bathroom, hot water and air con! The air con (as with them all) is quite loud if you have it on when sleeping. The bar downstairs is good, and has a good variety of alcohol and non-alcoholic drinks. So central to everything, so I would definitely stay here again. ",6/18/19,5
"After a long flight from the UK, we arrived at the row to be told that our Travel Agents had cancelled our booking! This was obviously quite worrying and after several phone calls to our TA it was sorted but this would not have been possible without Shantelle, who made us feel welcome, safe and made us smile. We had a great stay at the Row and this experience did not ruin our first visit to NYC. So thank you - excellent hotel, excellent location, we’ll be back! ",6/17/19,5
"I read reviews before coming and was a little worried honestly. When we arrived it was fine , check in was easy enough and the lifts worked fine. The lobby looked nice and modern however when we made it to the room I was a bit disappointed. The furniture was scratched, blind was dirty and so was the lamp. Most of the powerpoints did not work besides one so I couldn’t use the hair dryer or charge my phone on my side of the bed.The bath had chunks of paint and bits out of it and the plug was loosely in there. It looked dirty and staying here wasn’t cheap. However, besides the room we didn’t have any other issues. The hotel is in the heart if the city and the subway is just a walk away. If you’re not worried about cleanliness I would still stay however I think I would try somewhere a bit nicer next time‍♀ ",6/17/19,3
It's our 1st trip to NYC and staying at ROW is such a pleasant experience for us in terms of the room and how it is within walking distance to places we want to visit... Value for money and had made our trip enjoyabl,6/16/19,5
"My experience at The Row has been exemplary from the very start. I was checked in by Shantelle and she did an incredible job of making me feel both welcomed and appreciated as a customer, extremely polite, professional, and friendly. The room was spacious and quite clean. The location of the hotel is excellent as it is walking distance to many of the attractions people come to the city for. I will certainly be staying again thanks to Shantelle ",6/16/19,5
"I've been a loyal customer at this hotel for decades, going back deep into the Milford Plaza days. No more. A recent stay there was full of aggravations. First was the ""resort fee,"" $30 a day added to the bill for little more than wifi. Wifi is not much needed in NY with strong 4G and now 5G signals. And the hotel wifi was often so spotty that we turned it off and relied on cellular. Second, the music. You enter an elevator and it blasts at you. In one elevator ride we were accompanied by an African=American family with young children. The rap music playing included the N-word. Is there no sensitivity in this place? After a show, we stopped at District M for a drink and conversation about the show, But the music was so poundingly loud that conversation was not possible. Third, was guest services. One night we returned late from a play and found no towels in our room. I called guest services and they said they'd send some right up. None ever came, and when I called Guest Services 20 minutes later, there was no answer. There were no cups of any kind provided in our room. What has happened here? I miss my old friend in NYC ",6/16/19,2
The location is amazing. Center of Manhattan. Walking distance to any major attraction. But the service is one of the worst if not the worst i have ever faced and i am traveling a lot due to business. Small rooms with very basic amenities,6/14/19,2
"This was our second time staying at Row NYC and we will definitely be staying there again. Everything from the rooms to the location to the staff to the amenities is fantastic. The price is great too, especially for NYC. I couldn't recommend staying at Row NYC more! ",6/13/19,5
I wasnt expecting luxury but this hotel missed the mark on many basic levels. We had no soap in the bathroom. The room was insanely dark. The toilet wouldnt flush. Check in was a nightmare. Wont return,6/13/19,2
Overall I am very disappointed with the elevator because of the waiting time. Very crowded hotel. Employees are nice and friendly. Smells like cigarettes on our floor (17). The only good thing is that it's too close to everything and whatever you need is almost available close to the hotel,6/13/19,1
Super close to mostly anything you would want to see in NYC. I would way prefer glass glasses! And of course the plastic is so wasteful. But clean and efficient room. Great shower. We had a nice view of the wate,6/13/19,4
Some bad experiences and some good. Difficulties with check in. Difficulty communicating with staff at times. Overall I would not stay there again except it was so very convenient for us since our main reason was to go to Broadway Dance Center a few minutes away.,6/13/19,3
"I checked in very late, around midnight- the desk staff was very helpful and eager- surprising at that time of the night. i asked for 2 bottles of water and the girl was quick to get it from the back- complimentary. I had a quick, under 11hr stay but it was great all around. ",6/12/19,5
"Completely underwhelmed by this hotel. It’s in a convenient location near Times Square, but the room is tiny, it’s really old (step in the bathtub and you know it’s one of those cheap bath fitters put over something else because it bends and flexes beneath your feet), door frame looks like it’s been painted over 200 times. I wouldn’t have an issue with all of this were it not that it’s rated as a 4-star hotel AND it costs as much as a 4-star. I actually got my room on Hotwire at a “deal” for $200, but after taxes and fees AND a $40 facilities fee, it came to more like $300 for the night. I asked what was included in facilities fee: two cheap folding water bottles, access to gym, local/long distance and international calls, use of computers and printers. Oh and Wi-Fi. Well, just about every hotel in NYC offers gym, Wi-Fi and use of computers and printers. I wouldn’t mind the $300 if the rooms were fresher, but it felt like I was living in tenement housing. This should be rated a 2.5-star hotel and rooms should cost no more than $200 TOTAL. There should NOT be a facilities fee at all. Complete rip off and a way for the hotel to seem like a deal on Hotwire but they are actually sneaking a way to charge more. Sorry this hotel is NOT a resort. No reason to charge facility fee, which doesn’t even include breakfast. I only stayed there as a last resort because I had to stay an extra night in NYC for work. Even though my company paid for it I am upset because it’s such a blatant rip off. Good: it was clean and did not smell. Staff was very friendly Bad: overpriced, tiny, old room, what is that gross yellowish stuff dripping from the bathroom doorway? , cheap “renovation” of bathtu ",6/12/19,2
"Myself and my sister in law stayed at the Row NYC in May for 4 nights. The hotel is in a fantastic location, very close to Times Squaren and the Broadway theatre district and most attractions are a short walk away. We booked a double room and was offered an upgrade on our arrival to a twin room with double beds which we took. The room was great for our stay, had enough room for us both and our luggage and the beds were really comfortable. The housekeeping changed our beds and towels every day. There were no tea and coffee making facilities, but you can ask reception for a kettle which I did to have a cup of tea in the morning! The staff were friendly and accommodating as well. There are plenty of places to eat around the hotel. We went to a lovely deli called Europan which was a short walk away that did lovely breakfast. A great hotel to choose for a city break to NYC, would definitely recommend ",6/12/19,5
"Perfect full-scale hotel in the heart of Times Square. I would stay again. All the amenities of a full-scale hotel. The live entertainment is a PLUS. Food court and sweet shop, plus plus. My only issue is that more front desk agents should be on duty to answer guests calls. It is very inconvenient having to get dressed and come to front desk in person ",6/12/19,4
The hotel it’s self needs a lot of work. The rooms are standard however the bathroom needs a new shower and toilet. The entertainment needs updating and the ceiling is too far down I felt suffocated.,6/11/19,1
"I usually always search and read reviews before booking a hotel. I made the mistake of not doing it this time and won’t make that mistake again.I’m going to start with a positive… -contrary to some reviews, I was fortunate that The staff was kind and professional with us.-it was perfectly located, practically behind the Marriott Marquis in Times Square. Walking distance to almost anything. That’s pretty much all the good I can say. My first impressions as I walked in or dirty stairs that took you to the second floor/lobby/check-in area. On our way to our assigned room, you are to mark the floor of your room. You are then assigned an elevator which probably doesn’t fit more than 4 people but get ready if more are assigned to the same elevator. The moment the elevator doors opened, it was like walking into a dark dungeon. Not a lot of lighting, dark murals, unkept halls with scratches and paint peeling off walls and doors. The room... I just had to include pictures because I still can’t believe a hotel, not a motel, was kept in such a manner. Doors were dirty. Bathroom wall filled with mold and not just a little bit. Stains on the ceiling that looked like urine. paint that was caked on for decades. There was even a hole in the bathroom that every time I looked at, I was expecting a critter to come out.I can keep going but I think I’ve gone a pretty good picture. To top things off, I should not have been surprised when I checked out and no one asked me how my stay was. I’m pretty sure they didn’t want to hear it ",6/11/19,1
"The room was not big enough to store two suitecases. It is really crowed in some moments but the location is good to visit the main points of interesting of Manhattan.The receptionist are very kind they solved immediately an issue with the first accomodation, when we arrived the room was not already and they gave immediately another accomodatio ",6/11/19,3
"I stayed in this hotel a few times and the only thing I could complain about is the size of the rooms and crowd waiting in front of elevators. Most of the times , I have felt like I was waiting for a bus or metro at a subway station. Location is great. Right at the heart of NYC , Times Square. If you are travelling single , it is not bad at all. Frankly speaking, if you ever stayed in Hotel Penn down the road , in Hotel Row it may feel like staying at Waldorf. Overall , it is a good hotel at a good price in the middle of Manhattan. What else can you expect more ? It is a good price/comfort ratio hotel ",6/10/19,3
"We had a very small bathroom with no privacy. The barn door style door left a foot wide gap so beware of that if sharing your room with a partner. We also paid an upgrade fee for a premium room but ours was rather small, I'd hate to see what we'd had if we didn't upgrade. ",6/10/19,2
"Overall our stay in The Row NYC wasn't a bad one. The room was quite small but had everything you need and as you spend most of your time out of it it didn't really matter. Good selection of discounts available as part of the resort fee, however we had to find these we weren't told. Lots of amenities and the location is perfect. Right next to time square and easy connections to lower Manhattan. Unfortuantly the one thing that did let our stay down was how rude the staff were. The second we arrived after getting stuck in ALOT of traffic (which we did expect) the staff pretty much just looked at us as if we were in their way. There was 1 person on the reception desk who wasnt particularly rushed to help any of the 6 people queuing for her. On the day we checked out the lady who took care of settling the bill was having her own conversation with a collegue right in front of me. I wouldn't have minded but they were talking about how irritating they thought the next person in line was going to be. Finally we asked another member of staff to use the toilet to freshen up before leaving for the airport as we were clearly soaked from the rain and were shouted at for needing a key to open the toilet, as if it were our fault it was locked? I just feel that the attitude of the staff throughout was lacking and whilst I appreciate the service industry is tough, for everyone to be so blunt and rude but then expect a tip, in my book is a little too far ",6/10/19,3
"Renovated classic hotel very close to Times Square within the theatre quarter. Highly recommended for theatre goers. Everything in Midtown Manhattan is reachable by foot, from 34th to 63rd street. Take high floor for a great view ",6/10/19,4
"Location, location, location - certainly for everything Broadway, but soooo big and busy. There are better and worst in the area and everything has its price. Registration and the elevator wait can be long. Security present. Room was a special handicapped room, as was the entire 'wing', so probably not typical and bigger than usual. Big bathroom too. Decent, but not great shower. The pipes were making beyond NY noise - feared they would explode every time I flushed, but everything held up. Bed was comfy, but not great. Street noise was OK and wifi fast and easy to use. Foodcourt in the hotel is a plus. I'd go back ",6/9/19,3
"Great location but check into all costs prior to booking. Bar tender in evening, friendly and efficient. Rooms small, but it is New York. Do not get the “continental breakfast”. Rip off. Plenty of restaurants near by with great food for the same price. ",6/9/19,3
